cluster_id,age,capital-gain,education-num,final-weight,hours-per-week,income,marital-status,native-country,occupation,relationship,type,seed,k
0,-0.9978939234687486,-0.15185783946954448,-0.4026017093874148,0.02600589818376637,-0.6411634069221097,-0.5850486126764433,1.0189973180534235,0.2109050449746304,-0.7576438494893315,0.618860312621455,fair,8,10
1,-0.7554122363560691,-0.14647031627565651,0.07842126415535115,-0.3256324202733768,-0.09326519898453263,-0.5190253526762804,1.0222670895007997,0.23334556909570855,0.826477906321235,0.40058423841532503,fair,8,10
2,-0.3618676333538248,-0.10353202232106963,-0.4386953790712055,2.313940690557632,-0.29096587819896425,-0.26241151009752234,-0.021281572581852336,-0.291610183420695,0.21746088278566936,0.17045205819067388,fair,8,10
3,-0.20244888027815997,-0.11266165166811912,-0.2729177874358299,-0.1125320660160581,-0.3277512761356662,-0.45758704128724,-0.8256103679734076,0.21625077394263362,-0.23867565017874443,1.3665101773127057,fair,8,10
4,-0.04069292761768315,0.1432190230276335,0.2326468770473017,-0.04060878914286071,0.30101830211106784,0.23434720339700668,0.31268249931950926,-4.083853607919137,0.14107233758025997,-0.16108544255321902,fair,8,10
5,0.31887015776836214,-0.13365143021548734,0.11521292783688215,-0.062177042968831114,0.7811578266105504,-0.4923492880297499,-0.6862085763445006,0.16760464033380448,1.1238630679894435,-0.3372448451900737,fair,8,10
6,0.27678254430227867,0.037254466029323856,0.6746211257572986,-0.15091197117934538,0.3089139991990346,1.4104211982318406,-0.3972451829373405,0.2459038469827925,0.01932777233163337,-0.35771042284935534,fair,8,10
7,0.33284860665226423,-0.12421755449445905,-0.46854789617336373,-0.18238899423848937,0.11367774917239701,-0.5334911231257543,-0.6663588620266598,0.17656023796447054,-0.7681817356867301,-0.4641587878538391,fair,8,10
8,0.44283561904481744,11.335289403422781,1.3906837738493447,0.09993035407887621,0.6570112534250488,1.7092596723292164,-0.22166001572266927,0.2798649486618716,0.09632298386725129,-0.39361585403386723,fair,8,10
9,2.0141229011271125,-0.12610058604993246,-0.4797926994877243,-0.4619893462165853,-1.0992793662650218,-0.49847094154415417,0.8484156259818367,0.20742527800489247,-0.1164475281266769,-0.14518123988119355,fair,8,10
