cluster_id,age,capital-gain,education-num,final-weight,hours-per-week,income,marital-status,native-country,occupation,relationship,type,seed,k
0,-0.9941989685772906,-0.14845363091909033,-0.2547112293633359,-0.03884359955937041,-0.6127869467842039,-0.567926909056998,1.0059802247036227,0.21502205414998807,0.8116447424737039,0.5727302123339383,fair,9,10
1,-0.8293353309831238,-0.1441953650962077,-0.165118027313575,-0.2493103469150963,-0.14134670952171519,-0.5850486126764433,0.8912464638824198,0.18406948555525435,-0.9617506239247767,0.3265825037464737,fair,9,10
2,-0.31595297054251814,-0.1046007407493491,-0.4085825959088714,2.3893898666389277,-0.23833643375067504,-0.2149988892884336,-0.07901017855901762,-0.28397150316651704,0.15316188072046796,0.06769447841967675,fair,9,10
3,-0.22657787184804148,-0.10751784126957678,-0.20586530506313547,-0.12312109244128898,-0.3478332321020452,-0.45990452440340723,-0.9613642622512776,0.18801560548436216,-0.18559794452470357,1.3027991933590435,fair,9,10
4,-0.04069292761768315,0.1432190230276335,0.2326468770473017,-0.04060878914286071,0.30101830211106784,0.23434720339700668,0.31268249931950926,-4.083853607919137,0.14107233758025997,-0.16108544255321902,fair,9,10
5,0.15650149316598955,-0.13317046818063713,0.28279808123951616,-0.16877145734881743,0.8160408915120323,-0.5235939264709345,-0.45658646630155814,0.21852270875403493,1.0549380454381097,-0.344566470362168,fair,9,10
6,0.2612959252971087,0.038107488456228515,0.7015654864576782,-0.1552354123828049,0.3130627096023326,1.416369252966792,-0.3820803804734099,0.25406896291840086,0.05333504088549931,-0.3609626473153081,fair,9,10
7,0.44283561904481744,11.335289403422781,1.3906837738493447,0.09993035407887621,0.6570112534250488,1.7092596723292164,-0.22166001572266927,0.2798649486618716,0.09632298386725129,-0.39361585403386723,fair,9,10
8,0.6222213959024946,-0.12574860496569956,-0.6187096059531845,-0.13800574021940185,-0.0022093732685099935,-0.4628665146583904,-0.7731198078229221,0.1638847721288508,-0.6918878958084804,-0.3930998841859072,fair,9,10
9,1.872549523205161,-0.13046918113197234,-0.3756807166608581,-0.4652412362713366,-0.953710952520177,-0.4914033765537633,1.2787105930164528,0.23037877192949915,0.029198953297738216,0.05483565382166857,fair,9,10
