cluster_id,age,capital-gain,education-num,final-weight,hours-per-week,income,marital-status,native-country,occupation,relationship,type,seed,k
0,-1.2738646527389528,-0.15672074250119336,-0.6126288736105674,-0.09083301382339211,-1.7563486121494043,-0.5850486126764433,0.9041443866593001,0.14852038791803313,-0.04463748032872615,0.8126356555219952,fair,2,10
1,-0.6770891352399875,-0.14036116541006277,-0.10415956370527958,-0.10218548581202365,0.109167189198215,-0.5669831931094695,0.945681791507678,0.22099458224731044,-0.9248079378673882,0.27994418630820717,fair,2,10
2,-0.59519659745587,-0.1434596903522989,0.020717594815685764,-0.20938280369792422,-0.03934936366136885,-0.5110386679988413,1.0131526372251904,0.20653361822176325,1.0076399634138256,0.3039753804080773,fair,2,10
3,-0.3787080134749442,-0.10701635719289823,-0.4029757976238136,2.2890927682967734,-0.15643039573123568,-0.2673751578295057,-0.12471299177337218,-0.21753457131479495,0.12523795088181075,0.0504277971205244,fair,2,10
4,-0.21584157743391988,-0.10526760560189734,-0.22327316106373882,-0.08050613882985397,-0.2707102683325335,-0.39385625559263826,-0.9144627248808043,0.18556628966629524,-0.14252669157593267,1.2500834921199646,fair,2,10
5,-0.04069292761768315,0.1432190230276335,0.2326468770473017,-0.04060878914286071,0.30101830211106784,0.23434720339700668,0.31268249931950926,-4.083853607919137,0.14107233758025997,-0.16108544255321902,fair,2,10
6,0.18021028050799742,-0.13863947901600848,0.008155206747963568,-0.2397256973034805,0.5581939401768756,-0.5850486126764433,-0.8002013721825529,0.2414347326820793,0.21018675351430868,-0.37007749949748253,fair,2,10
7,0.28008891943051983,0.040584706980987345,0.6840654261744611,-0.14618885207015525,0.35107942613550747,1.4091602764002062,-0.4161784170955095,0.2440553313217793,0.07253218822236059,-0.36822883126145467,fair,2,10
8,0.44283561904481744,11.335289403422781,1.3906837738493447,0.09993035407887621,0.6570112534250488,1.7092596723292164,-0.22166001572266927,0.2798649486618716,0.09632298386725129,-0.39361585403386723,fair,2,10
9,1.5360608430003657,-0.12254201349145914,-0.8343645930153544,-0.21601350571203395,-0.5967538007678544,-0.42544455806735393,-0.16974787932876645,0.11118163319152384,-0.5431063682101536,-0.37541782183103384,fair,2,10
