cluster_id,age,capital-gain,education-num,final-weight,hours-per-week,income,marital-status,native-country,occupation,relationship,type,seed,k
0,-0.9247848710297303,-0.14881729375225422,-0.19865347900574265,-0.0441842754891753,-0.5702890361049546,-0.5522727800335053,1.0386512956181932,0.17017059023844605,0.8581807308312245,0.5830118741848551,fair,0,10
1,-0.8101010074279278,-0.14390573482507044,-0.21747054239687105,-0.2227242023402014,-0.15347841168770582,-0.5676674893051883,0.9651163852409154,0.18189231593919486,-0.9359632438305631,0.4149558040692958,fair,0,10
2,-0.29619776036847933,-0.09997155067405779,-0.4147595770703758,2.3742455380331586,-0.18356008134419274,-0.24090236992559427,-0.05030189882983272,-0.2657201498125345,0.1354786683661339,0.06999165385567509,fair,0,10
3,-0.22024337300259622,-0.10410083806890078,-0.21590829890963742,-0.14529349374630424,-0.401540296635944,-0.452684673156886,-0.8658474774910251,0.21380407491497058,-0.2605961402187172,1.3486853300651238,fair,0,10
4,-0.04069292761768315,0.1432190230276335,0.2326468770473017,-0.04060878914286071,0.30101830211106784,0.23434720339700668,0.31268249931950926,-4.083853607919137,0.14107233758025997,-0.16108544255321902,fair,0,10
5,0.2194679077407099,-0.13477102958138926,0.13392265341018023,-0.08745986967015593,0.8200811646038682,-0.4968059863300717,-0.5830853243055751,0.24489154491351223,1.149008501741057,-0.36510851993407617,fair,0,10
6,0.2670280517040235,0.03325155686745319,0.6864859523287897,-0.16092389224718923,0.3011393799123446,1.4046212278471373,-0.3831325284954667,0.24632659928585157,0.056354940768806795,-0.349473670111711,fair,0,10
7,0.4183420231770641,-0.1270103306696495,-0.4823430180138948,-0.156475235732592,0.08886435426917748,-0.5310648883233688,-0.7490658328008114,0.18239658684291454,-0.7370021132913211,-0.41772378640061086,fair,0,10
8,0.44283561904481744,11.335289403422781,1.3906837738493447,0.09993035407887621,0.6570112534250488,1.7092596723292164,-0.22166001572266927,0.2798649486618716,0.09632298386725129,-0.39361585403386723,fair,0,10
9,2.0373158223791705,-0.1255075377619264,-0.46631361214908584,-0.45824511754871605,-1.11958660890166,-0.5409272995032575,0.8456076602103824,0.20603220741533518,-0.10698537795387,-0.15381886719444876,fair,0,10
