0,1,2,cluster_id,type,seed,k
-0.9880721653492613,-0.34304035377717845,-0.328266418775667,0,unfair,0,10
-0.7211870951379376,-0.2673826592291391,1.348723855232782,1,unfair,0,10
-0.5767271146559099,1.9424979422919244,-0.022239330808050635,2,unfair,0,10
-0.37868760764596776,-0.1556189882424423,5.215972532810971,3,unfair,0,10
-0.10054925039033767,-0.30212257690125816,-0.48141019832184234,4,unfair,0,10
0.1606852487759642,5.3495519832517795,-0.17610887777228174,5,unfair,0,10
0.7602208547739696,-0.26820119687317595,0.3837794827514379,6,unfair,0,10
1.0469292888256525,0.033309293768688006,2.442990885856611,7,unfair,0,10
1.3311735621200966,1.2492259959574226,-0.27880330045237106,8,unfair,0,10
1.3957284372421914,-0.36187208826940326,-0.4753348711340759,9,unfair,0,10
