0,1,2,cluster_id,type,seed,k
-0.9472385479548676,-0.33532425441806446,-0.4967732866146645,0,unfair,6,10
-0.8359679252710923,-0.3181087279705478,0.6417925625677051,1,unfair,6,10
-0.6047840487593128,1.9474024209766112,-0.0050952502355686834,2,unfair,6,10
-0.3567099576489746,-0.009751266791990506,2.0685419337066624,3,unfair,6,10
-0.009223175727705295,-0.3215947582578626,-0.4355067600300157,4,unfair,6,10
0.08198835590211577,-0.2587408397600495,4.785082229632096,5,unfair,6,10
0.1606852487759642,5.3495519832517795,-0.17610887777228174,6,unfair,6,10
1.0502900895408234,-0.3313031924668919,0.9114560700084151,7,unfair,6,10
1.2534215203529566,1.2444543989367223,-0.23738353917407062,8,unfair,6,10
1.3349244143862498,-0.3402759807102098,-0.4296273361227581,9,unfair,6,10
