0,1,2,cluster_id,type,seed,k
-1.0053540277285806,-0.34139947357471545,-0.3864002703667753,0,unfair,7,10
-0.7348404534142338,-0.32262273847027645,1.1074470274004504,1,unfair,7,10
-0.6673579354536954,1.8934267769391284,-0.0028008629118510793,2,unfair,7,10
-0.31124508169559906,-0.2596158561366415,5.3790389756136285,3,unfair,7,10
-0.09351519455085361,-0.3048775656114049,-0.4611353585442648,4,unfair,7,10
0.1606852487759642,5.3495519832517795,-0.17610887777228174,5,unfair,7,10
0.401778917946177,0.13277804844056723,2.6477003331252495,6,unfair,7,10
0.8952323930324535,-0.24065557085477013,0.5015647476703498,7,unfair,7,10
1.2480787366017494,1.5985940166841337,-0.20801558847092824,8,unfair,7,10
1.3785476076691703,-0.30792816384672195,-0.4816995581080064,9,unfair,7,10
