0,1,2,cluster_id,type,seed,k
-0.951654168253997,-0.3340419212834658,-0.49264608263370074,0,unfair,8,10
-0.8446937063094834,-0.32764316810030036,0.6423965095916011,1,unfair,8,10
-0.6463490865666125,1.9158291632420559,0.0069911691738243405,2,unfair,8,10
-0.21726065843573025,-0.05284633531944558,2.0922822481747656,3,unfair,8,10
-0.03190249033987798,-0.31811833609626716,-0.47065830105911133,4,unfair,8,10
0.053669746887471656,-0.2530332767983493,4.8829856097621995,5,unfair,8,10
0.1606852487759642,5.3495519832517795,-0.17610887777228174,6,unfair,8,10
0.9261336125458828,-0.23630747899787471,0.5652907581009395,7,unfair,8,10
1.2703909301082108,1.51897006302039,-0.21299399094658428,8,unfair,8,10
1.369424209767723,-0.3146133941689113,-0.47852915792675843,9,unfair,8,10
