0,1,2,cluster_id,type,seed,k
-0.9535686657648462,-0.3352076474201882,-0.33851449652092275,0,unfair,4,10
-0.7376558909301886,-0.2869069766400909,1.3829084550366737,1,unfair,4,10
-0.6448317691920468,1.8984734722690342,0.015823713551775857,2,unfair,4,10
-0.37868760764596765,-0.1556189882424423,5.215972532810971,3,unfair,4,10
-0.021048836522058776,-0.32386757163435126,-0.5447910152933361,4,unfair,4,10
0.1606852487759642,5.3495519832517795,-0.17610887777228174,5,unfair,4,10
0.5047937823477058,-0.22615068401863953,0.3316576359600284,6,unfair,4,10
1.0747350860070335,-0.004154380614788407,2.3623456832353695,7,unfair,4,10
1.2452165310207457,1.5355941045304535,-0.2609493720693398,8,unfair,4,10
1.4495124775247812,-0.2994758819255068,-0.4086847683008178,9,unfair,4,10
