0,1,2,cluster_id,type,seed,k
-0.961275477238392,-0.32387394992473095,-0.4429307810950831,0,unfair,1,10
-0.7828593043807941,-0.32861350533342926,0.9118622338034336,1,unfair,1,10
-0.6080591363496289,1.976314591032138,0.011814018802420088,2,unfair,1,10
-0.311245081695599,-0.2596158561366415,5.3790389756136285,3,unfair,1,10
-0.024108456209763516,-0.3241904114182415,-0.442330471137912,4,unfair,1,10
0.15045823215818008,0.08469945225019732,2.570384037579469,5,unfair,1,10
0.1606852487759642,5.3495519832517795,-0.17610887777228174,6,unfair,1,10
0.8943747740559961,-0.32196123986144437,0.8017776657261684,7,unfair,1,10
1.2137880631108158,1.232968428027007,-0.2414170700093657,8,unfair,1,10
1.342728478103364,-0.34137777418429205,-0.4229644732243157,9,unfair,1,10
