cluster_id,Dalc,Fedu,Fjob,Medu,Mjob,Pstatus,Walc,absences,activities,address,age,failures,famrel,famsize,famsup,freetime,goout,health,higher,internet,nursery,paid,romantic,school,schoolsup,studytime,traveltime,type,seed,k
0,-0.13515596911100658,0.3627249916931797,0.10656335356159197,0.12662513342295656,0.08870733989175945,-0.05648804706983577,-0.26328703907424306,-0.1698019860394634,-0.10396770011106644,0.1456819511113275,-0.7053774004046953,-0.2344963736143385,-0.07311254160647167,-0.2578938702789001,0.27771309738091976,-0.05762322396467806,-0.18948467781662098,0.08168859918097206,0.34554737023254406,-0.007164640056719222,-0.004179785366008609,-0.009174611359348358,-0.38667814450953886,-0.4258203083512365,2.540558506141545,0.190225104993301,-0.3381555717724154,fair,1,10
1,-0.36647368581272083,0.9971116766227313,0.3929125890791176,1.020994829267081,0.7787565621814222,0.27440967655934834,-0.31741060524456577,-0.28280341239628265,0.28004674680191594,0.39034222539191354,-0.1340274867936655,-0.38417490996391623,0.2627210050921594,-0.03669150366799871,0.2915682379522788,0.005999071231615381,-0.17374507610514542,0.17368491684266754,0.3168791702685609,0.3633677182748418,0.3198460536272261,-0.24509318917116377,-0.06644549498006168,-0.3410541859144739,-0.3168791702685609,0.2525929201539194,-0.4093213246181904,fair,1,10
2,0.1531621850605313,-0.04611714861061523,-0.20723568429356082,0.23583875150426237,0.16299889892431382,0.15812603857183458,0.6404328700486671,1.0215256959110726,-0.12484880606145883,0.5792853450676164,-0.07241131963953482,-0.23172454886712407,-0.36514252101163125,0.880953705026784,-0.03568920490826139,0.2242174137892196,0.7157032338929578,-0.3080056191340902,0.28555650734494964,0.33275772707873125,0.21874210082111792,-0.24509318917116374,-0.22612940683069796,-0.34243005628012885,-0.16557478156976072,-0.4175923286530398,-0.028893400762722427,fair,1,10
3,-0.3760538623327466,-0.5793494721879112,-0.16919411918857552,-0.43777462042765636,-0.2010774468090072,0.3808387689547,-0.49574401451544486,-0.28658732621645006,-0.056328020192272336,0.31333899171275914,0.08039677490270924,-0.22389966307631531,0.032640722725135136,-0.21049336314799263,-0.2527408559225417,-0.18608255985027294,-0.39762734182872017,-0.2008874687823183,0.34554737023254406,0.07044172657535311,-0.3459604648520233,-0.24509318917116377,0.17206111378408015,-0.32247993597813146,-0.28821097030457765,0.4575437592823665,-0.27724991212833183,fair,1,10
4,2.0607500114789477,0.4639939281042187,0.4392962195515567,0.34188476149493763,0.1414396989273632,0.0724672961168863,1.454140116240212,0.19498847497332447,0.45935583312135503,-0.12103822391324005,0.2489406905950851,-0.17308979459912713,-0.40958537897312486,-0.26298053438696517,0.11617975214817,0.3062203050965066,0.7277159100690092,0.2020258287436753,0.26248309854202867,0.36980565215834704,-0.46717139513927136,-0.13419129361860097,0.24638861710702775,0.022334344891404505,-0.17941882685151328,-0.17971229112511283,-0.06174877286749045,fair,1,10
5,0.14040474461046323,-0.6535659873104901,-0.21890107603538803,-0.45346031343512666,-0.3023290971821189,-0.4391490110913045,0.08196893544773502,0.14116693154520824,0.2052073847673238,-0.032300523097081625,1.0036310176612382,3.9565026441738382,-0.1392919973709503,-0.2578938702789001,0.054051542443266244,0.5514957191855157,0.14783126920689835,0.08799659911772667,-0.8324550282874923,-0.737957925842067,-0.5285528585561812,0.14810444051519525,0.17873262731594428,0.22292758487992284,-0.05104677060253497,-0.45247719148892024,0.4758845888468946,fair,1,10
6,0.14743435465437832,0.10776697605462836,-0.2301498466435786,0.3061753907837918,-0.08250041231915818,0.1660800646569369,0.20779108359714396,-0.13509563363045982,0.16623573541290487,-0.19474484479523285,0.1165742673317774,0.14504562927209078,0.059921670491510905,-0.1870439059165649,0.3602548617031491,-0.3462500068859469,-0.09858460118365961,0.11052517032042168,-0.0015426221885380795,0.04503488035651991,0.1391271414685727,4.080080737378785,0.05084209559351358,0.16841095519663216,0.0015426221885380795,0.1886420944108325,-0.07914279339354402,fair,1,10
7,-0.2598143872231,0.001009864568115621,-0.2457314770415907,0.05859042051984804,0.07744291577852015,-2.6257830912139832,-0.20065556977320398,0.5100106199025826,-0.3989975196682232,0.1764443540609291,-0.03527730956797875,-0.20123447664776567,-0.180260231891818,0.7031465352048643,-0.02050230920261827,-0.28258734068368546,-0.32747756523533345,0.031224599686935223,0.05759122837209073,-0.07881104062391019,-0.004179785366008626,-0.24509318917116374,0.24993250228656066,-0.03148335364210042,-0.34554737023254406,0.020315302475012627,-0.09421761118279051,fair,1,10
8,0.48371128163887245,-0.49311921713312873,-0.3251103985220245,-0.7626143791056167,-0.5145194118733707,0.2409958917375519,0.3777387664929037,0.27721583298850205,-0.23254393239975407,-0.14957579680029695,0.7501501825269111,0.573071543434546,-0.14478862990952826,-0.24866689817589827,-0.4877642398669409,0.4367746604526754,0.48835635314713194,-0.06236851565374941,-2.893959225697556,-0.05315163204868365,0.1474589395403507,-0.24509318917116374,0.10422113025367132,0.5867943923009561,-0.2702100075364952,-0.6921376308347366,0.18904873239188758,fair,1,10
9,-0.1548388772339687,-0.5709407044646633,-0.008924024682497715,-0.7656590782372201,-0.6462963334971045,0.34667261145278316,0.0027009821136073945,-0.264550328116043,-0.13579454708384195,-1.243570139237644,-0.19267487498491534,-0.06610802022106353,0.2506940812411559,-0.05951397006436155,-0.13233308667144503,-0.10266370919761493,0.01367151754981679,0.040686599592067114,0.23510964537129064,-0.6842231254166738,0.12691348293153454,-0.24509318917116377,-0.10397275859679729,0.9384583494731132,-0.30873479527879294,-0.3139637655229243,1.00007711651842,fair,1,10
