cluster_id,Dalc,Fedu,Fjob,Medu,Mjob,Pstatus,Walc,absences,activities,address,age,failures,famrel,famsize,famsup,freetime,goout,health,higher,internet,nursery,paid,romantic,school,schoolsup,studytime,traveltime,type,seed,k
0,-0.36319398574280204,-0.3308807610612476,-0.1569483874605488,-0.18199890562115878,-0.06225334001964439,0.3808387689547,-0.33984131472666185,-0.09451108820083229,-0.093809324243308,0.44427917510861853,0.0630776360269536,-0.3545088937504864,0.0783251319446776,-0.1828312053328585,-0.06852573616370602,-0.22874228755236098,-0.1436251796954873,-0.3350940272709043,0.2871778820175873,0.5090767218679595,-0.22559544259241127,-0.24509318917116377,0.020825114463782324,-0.5042063813012653,-0.34554737023254406,0.4969013172942304,-0.3174878854667654,fair,6,10
1,-0.36150941252507107,1.0237272544597942,0.44252663572621653,1.093434211519762,0.8056074745272032,0.271507064948566,-0.24919495848150927,-0.23976999249601447,0.4234486211520699,0.40276774719014075,-0.2496418222537798,-0.38417490996391623,0.2294221133168592,0.039675980042907705,0.18452078282356413,0.07106387670085582,-0.08982314801421754,0.20154059797930957,0.31609731026954313,0.31524416249564013,0.2922049951327846,-0.24509318917116377,-0.1416668100518295,-0.3685778471837813,-0.2866472503065422,0.09049543829778392,-0.4368271063929378,fair,6,10
2,-0.11955819286262148,0.2327070937810673,0.055455731628529986,0.03146436567317666,0.04471232495891918,0.040466482897867924,-0.26435059232652486,-0.10196088963243005,-0.14651787827413015,0.12627924952047367,-0.6294214707128761,-0.1045867005562144,-0.1384000909590301,-0.3252681760121396,0.21933602486574605,-0.035285085735943876,-0.2383752396064793,0.11239546679762655,0.28442460427159877,-0.07286303755795472,0.024211209572917884,-0.0002720235173930578,-0.3724539741491493,-0.49350321841086914,2.649468161853775,0.19357033490342318,-0.2967321445024791,fair,6,10
3,1.6767650730972294,0.3914908309061712,0.30604155234683783,0.35072192899416055,0.1925009620780358,0.15812603857183458,1.286319897215633,0.5979025292476947,0.20857530508190325,0.1764443540609291,0.15967624330769073,-0.10976425998969039,-0.4036596645782591,0.19397145798754878,0.1921142306763857,0.15431330972399132,0.746936191950691,-0.03816339961736543,0.28555650734494964,0.5078933729096425,-0.33856261464669835,-0.16499737571653506,0.2729677559535248,-0.1480883671313611,-0.16557478156976072,-0.28215697881962154,0.12185477712974235,fair,6,10
4,-0.21540167145846756,-0.002097411026086413,-0.16034978286967824,0.10896227526541875,0.18228870944790126,-2.6257830912139832,-0.1307672811925733,0.5485661144385882,-0.43832446611077364,0.19968518046516104,-0.03492025177882917,-0.09921000422145092,-0.14292823120416337,0.8560855693873547,-0.028387812742086824,-0.21402754631201923,-0.256122268749589,0.028555830482923653,0.034056351393111375,-0.03940552031195516,-0.03311676097683753,-0.2450931891711638,0.23309904768377918,-0.12566432607573402,-0.22095096269677098,-0.015627155750009915,-0.0008697010263027083,fair,6,10
5,0.2634229203789765,0.10776697605462836,-0.1889043544135466,0.3694783661353684,0.059741677886286974,0.1660800646569369,0.29083370137575376,-0.1121894410405175,0.16623573541290487,-0.039363319692653435,0.1165742673317774,0.4390570399587614,0.134204733084293,-0.2649788667151336,0.43347739456964274,-0.2788424779659054,-0.038349610643745445,0.1353065986433862,0.11415404195182263,0.12947528102499498,0.13912714146857272,4.080080737378785,-0.023199791193156842,0.09345058938210744,0.0015426221885380795,0.1886420944108325,-0.12759756485897913,fair,6,10
6,0.4649633359997324,-0.6104953611461761,-0.2959671214787361,-0.7363033947932347,-0.44869813391190005,0.18892673532691168,0.3750542286264007,0.39548326706990644,-0.12563704273082849,-0.08068819339014795,0.9882782233618278,1.157195549465778,-0.057824886171516106,-0.3296483022713927,-0.4654460408339077,0.5852646746793083,0.41533521172071447,-0.01601829345641843,-2.825033553443724,-0.051981750198749316,-0.036195162637564005,-0.15306821201052656,0.25091272584685703,0.4299747848473141,-0.20769602572488022,-0.7023907770616109,0.13735724932435758,fair,6,10
7,0.018558170515935796,-0.7578312251873668,-0.683850261173931,-0.8965811408961625,-0.5471579069902791,0.09449382989101587,0.17088325347331731,-0.058741658330652084,0.07097170365765856,0.19370896796121573,0.0668412181288005,0.7918707327827661,-0.5714843615471372,-0.03117398431942748,-0.030265313584817415,0.27165234154776735,0.0821203704360829,0.2922556446888282,0.34554737023254406,-1.7000667334586315,0.07941592195416383,-0.24509318917116377,-0.023199791193156842,0.46825241845473103,-0.19128515137872978,-0.15962023373224307,-0.046839612416587274,fair,6,10
8,-0.31651990824401477,-0.43323189972161863,-0.10641336995348254,-0.7699751901930094,-0.8316420874011695,0.30925253418877896,-0.2166489628268622,-0.4099699447097678,-0.4529804709961961,-1.256518599662859,-0.13209097868310712,-0.2273688242643586,0.09706320178790195,-0.03117398431942748,-0.3719704669617881,-0.6495838870261339,-0.4198378840632018,-0.08772625626329449,-0.04010817690199166,-1.7563603339042815,0.019704702439754956,-0.14211285758664116,-0.12192230690871739,0.6181731500837804,-0.26841626080563696,-0.10157651237506382,1.3098939886155958,fair,6,10
9,-0.15806558348363461,-0.5499457555448221,0.16404887417787506,-0.5261030720352964,-0.436473351551725,0.3808387689547,-0.12074910914446021,-0.23448097197152107,0.0069417806746241645,-1.1588744718661559,0.0006391919766410938,0.12865810802070257,0.35279177792698796,0.060814821869047055,-0.10788920088590911,0.30185680805838705,0.11766888944324534,-0.03247585869078343,0.2924407047254932,0.5129177561916768,0.08626802911155503,-0.24509318917116377,0.01806945717974142,1.1269205508577678,-0.34554737023254406,-0.3380333116743925,0.5992240071225476,fair,6,10
