cluster_id,Dalc,Fedu,Fjob,Medu,Mjob,Pstatus,Walc,absences,activities,address,age,failures,famrel,famsize,famsup,freetime,goout,health,higher,internet,nursery,paid,romantic,school,schoolsup,studytime,traveltime,type,seed,k
0,-0.3484587886609331,-0.6176419512905654,-0.28394831476970733,-0.5112586822343922,-0.2432958186383571,0.3154774241684243,-0.3867459190497152,-0.25958581074971165,0.17555504286722243,0.3288233376156326,0.04262338547343783,-0.3304858697515677,0.34574997655504214,-0.20398628869886243,-0.2923807573242949,0.017164496856885834,-0.07632384381021305,-0.18146470252842117,0.34554737023254406,0.26898550821638856,-0.29313016501616984,-0.24509318917116377,0.025088395841628208,-0.5714152639293292,-0.31033534201591256,0.5520462629079548,-0.27085515006113514,fair,7,10
1,-0.1529462899144531,0.3999063689738017,0.15057777394133245,0.1600916015109229,0.10569681472189234,-0.13953809145911056,-0.3096283041003485,-0.18736873979725133,-0.169020376341135,0.1578516929375435,-0.7097594732715311,-0.2258610734403244,-0.10292965903881919,-0.27696886068414417,0.2870323288366553,-0.032545737681138116,-0.23990515591191977,0.041899676502981466,0.34554737023254406,-0.03940552031195516,0.0633398243925922,0.004436075822102521,-0.36493157636240486,-0.4889337911768923,2.5824682068581235,0.24222091412515181,-0.36614413207342894,fair,7,10
2,-0.17581246785679722,0.25463486757683573,-0.006342339624880216,0.37466713460680906,0.26867432186018675,-0.9992499537456793,0.06984050542939856,1.1428946742564865,-0.5177912466985358,0.48154687511845296,0.08282101754483898,-0.1952364296537935,-0.6189768114015388,0.49009591741526154,0.39626594344076893,-0.5180839535591676,-0.2417661360736195,-0.40785355984519683,0.1862273737113916,0.43539869984028984,-0.03706989972148629,-0.24509318917116377,0.018069457179741434,-0.3526250301371134,-0.34554737023254406,-0.2780865174858303,-0.3126789050466247,fair,7,10
3,-0.37565133390753547,0.9173558819221415,0.35941807170334983,1.0434688684080362,0.78266618340102,0.20397865953301272,-0.2872080498282954,-0.2743293532948151,0.43521653095712975,0.367370672487628,-0.1590053347223652,-0.38417490996391623,0.2718468784768011,0.023838929185444547,0.1965809647074572,0.04431714597429387,-0.10921430539658562,0.203819959300994,0.34554737023254406,0.33312565910778774,0.30772352597984487,-0.24509318917116377,-0.11901870350531854,-0.37835877192107753,-0.3183246257289298,0.23473563784153367,-0.4154759129771525,fair,7,10
4,1.7519428471779876,0.2700666387875024,0.2029278217717577,0.17956944008063877,0.11663851396846504,0.05870071250805535,1.3842281687941174,0.18177336386374238,0.09478771159647015,0.15486358668557085,0.056894608288205105,-0.09016349927724567,-0.3300644081205953,0.16366341767699427,-0.005857802629319522,0.3446771645444791,0.8199990045500315,0.24682302609672654,0.2876990381623637,0.29835608236194505,-0.3534904195253006,-0.1678579404827718,0.2359468125601896,-0.1314305080614667,-0.05630570988164228,-0.22491942025906977,0.13890367820091395,fair,7,10
5,0.30208577562050937,0.010387178414903902,-0.2301498466435786,0.3061753907837918,0.059741677886286974,0.1660800646569369,0.31851457396862376,-0.08928324845057518,0.16623573541290487,-0.039363319692653435,0.08673443780999127,0.4978593220960955,0.17134626438068407,-0.1870439059165649,0.3602548617031491,-0.3462500068859469,-0.1287020964536167,0.23443231193524428,-0.0015426221885380795,0.12947528102499498,0.13912714146857272,4.080080737378785,-0.02319979119315683,0.018490223567582724,0.0015426221885380814,0.18864209441083246,-0.17605233632441425,fair,7,10
6,-0.204046147541374,-0.7361912701563168,-0.42887812738827846,-0.4937440250224936,-0.33853617468895947,-0.4391490110913045,-0.1646424749251065,0.1703202675687712,0.2052073847673238,-0.032300523097081625,1.117564912198967,3.731984839649472,-0.09202095753917984,-0.2578938702789001,-0.039140772114089395,0.508600018963671,0.032837196357971304,0.05645659943395365,-0.9797053281024969,-0.8454275266928536,-0.4145587122104915,-0.24509318917116377,0.3672028845911053,0.3183316868256816,0.09620352921246958,-0.39707182110252187,0.41421487970906806,fair,7,10
7,0.48251243341432887,-0.541431674876868,-0.18890435441354658,-0.7488741984091505,-0.4143986227985303,0.09449382989101587,0.41078414927819035,0.3179379531483995,-0.21482039160808034,-0.16884792394480294,0.7233174676080956,0.5174600828085401,-0.051502923397662326,-0.239000546448944,-0.5672305546057713,0.4514057520012115,0.4636086438555393,0.060962313674492626,-2.893959225697556,-0.011258720089130134,0.07941592195416383,-0.24509318917116377,0.22360649809574454,0.4182788412450479,-0.2684162608056369,-0.6820137259468565,0.2438890163760234,fair,7,10
8,-0.2701244819541755,-0.5673996209141278,-0.2713953388736106,-0.7446540000523788,-0.7254346600477704,0.08017658293783166,-0.16866878366588756,-0.29391190225405994,-0.5196652932248685,-0.5831986575516814,-0.11617640293815448,-0.17248669426951344,-0.3337785612502344,0.18704390591656486,-0.3719704669617881,-0.6226208754581174,-0.5443235311790244,-0.03816339961736546,0.11415404195182262,-1.5762208124782013,-0.004179785366008613,-0.18330499022045021,0.06565047295084765,0.8580463206902594,-0.2067113732641112,-0.10738088451078176,0.5992240071225476,fair,7,10
9,-0.13787085299003582,-0.4384553371429065,0.12683699989911243,-0.5604205131671008,-0.4346722080691914,0.12164722928498592,-0.11483425903699564,-0.13193615879046777,0.05783183720865908,-1.2154407252104529,-0.09642037787545471,-0.015139897929612497,0.3480887236531657,-0.015049509671447749,0.09261387950148237,0.521912477653209,0.3936806663321906,-0.10994408855284889,0.28969380823374924,0.347855627581396,0.19472034584405684,-0.17052122492030256,-0.08447583543040131,1.150650231386956,-0.34554737023254406,-0.38178758099592924,0.8331435935074069,fair,7,10
