cluster_id,Dalc,Fedu,Fjob,Medu,Mjob,Pstatus,Walc,absences,activities,address,age,failures,famrel,famsize,famsup,freetime,goout,health,higher,internet,nursery,paid,romantic,school,schoolsup,studytime,traveltime,type,seed,k
0,-0.35363624927588616,-0.545326866782457,-0.24829786322479272,-0.46232272998434737,-0.21108726186488064,0.3808387689547,-0.4443702746908724,-0.034919218037112044,0.08335602778584059,0.42056599461098165,0.022280406042933194,-0.3347809929685556,0.3154554058106814,-0.2400396792595916,-0.1435161644183277,0.0015728423414675251,-0.1335208956968098,-0.23938859759983735,0.31315230427324303,0.22067091374694806,-0.3552817561107328,-0.24509318917116377,0.044918744650579934,-0.6051800200092629,-0.24836217235464106,0.4550627754402853,-0.29622016955869335,fair,5,10
1,-0.37389059666693436,0.910539501400027,0.4612665231050228,0.9854911907931831,0.7449508866178938,0.21919243238649122,-0.46012158412758936,-0.37795053571307424,0.464319963808353,0.33238280219255006,-0.16225166658684795,-0.3841749099639162,0.3430759252134599,-0.11497501743616802,0.4248166648757564,0.15713202359758924,-0.18602249067708337,0.3983094992322677,0.34554737023254406,0.3228710373947282,0.3625626725547479,-0.2450931891711638,-0.13943759195502653,-0.46028888711873645,-0.27588056171791825,0.48166926835917295,-0.4365618603321299,fair,5,10
2,-0.13212782939978163,0.3474710933216424,0.061741329138186536,0.12600538401392014,0.09037843577669055,-0.08171844030202051,-0.2947232188580339,-0.13803232498814474,-0.1305483635169009,0.1578516929375435,-0.6615566717363381,-0.09921000422145092,-0.10292965903881918,-0.23500388179260717,0.24760481113931257,-0.05069391854422624,-0.2723393815872582,0.0685873685430971,0.28324916646465753,-0.03940552031195516,0.11156811707730707,0.004436075822102528,-0.4048002846321505,-0.4889337911768923,2.64476641062601,0.1953394468751224,-0.3139620704952681,fair,5,10
3,2.3559320857682735,-0.037906867569024484,0.1792871128106418,-0.12922556163436877,0.07916986581678681,0.08750980698702358,1.4473540611705404,0.23550049038568024,0.2917054357734732,0.07622537581048493,0.40987795750933387,0.09771696316155355,-0.23268112484347236,-0.06919103836750978,-0.0005000563220150888,0.3516645303471663,0.766742458036083,0.27492879236545464,-0.2075391217555218,0.2633442089140408,-0.4812869929982123,-0.13960114218214062,0.39938073339418156,0.03677323961990583,-0.02949794623936357,-0.2849097298324959,0.10285805552540737,fair,5,10
4,0.05107462312932743,0.7949187788867353,0.17278688514211893,0.9645263344401879,0.5009109915080985,0.3808387689547,0.4922652819361768,0.47785058654553536,-0.08438194812782002,0.3586524330701077,-0.10240417392809936,-0.3335144822763668,-0.574912810589881,0.3860778058021403,-0.1466703658341151,-0.29387954210960693,0.2952595677311638,-0.6199550860918863,0.2957088072182348,0.478928631483761,0.11156811707730707,-0.24509318917116377,-0.030034426896541795,-0.14988229041581125,-0.2957088072182348,-0.46100109462528926,-0.21481615349676236,fair,5,10
5,-0.20887038972837452,-0.10354082013091752,-0.29403992284304,0.033103732404442046,0.15345411378634496,-2.6257830912139832,-0.09832680154753565,0.5748466229806939,-0.3885371553970589,0.318623527357407,0.058649892377721946,0.035511966467252735,-0.1272425166295186,0.7573444425837382,-0.04462267297040444,-0.1222191019458088,-0.1422844962812444,0.05027228577046874,0.09146842153214406,-0.0973548148883596,0.05482894921293662,-0.24509318917116377,0.1713416368345654,-0.0726380642853689,-0.34554737023254406,-0.08962633444858574,0.013966375304743041,fair,5,10
6,0.2634229203789765,0.10776697605462836,-0.1889043544135466,0.3694783661353684,0.059741677886286974,0.1660800646569369,0.29083370137575376,-0.1121894410405175,0.16623573541290487,-0.039363319692653435,0.1165742673317774,0.4390570399587614,0.134204733084293,-0.2649788667151336,0.43347739456964274,-0.2788424779659054,-0.038349610643745445,0.1353065986433862,0.11415404195182263,0.12947528102499498,0.13912714146857272,4.080080737378785,-0.023199791193156842,0.09345058938210744,0.0015426221885380795,0.1886420944108325,-0.12759756485897913,fair,5,10
7,0.039850757460548024,-0.5386090720467311,-0.34671319425019087,-0.7617182803645429,-0.6155990286543483,0.11939338980959707,0.2366754723897039,0.21679660035995854,-0.1941108194873746,-0.19136698555387244,0.7691583651343178,1.0117401355571458,-0.12901568436404365,-0.18026695280364585,-0.4038063508167853,0.43772886207540596,0.31782250733139916,-0.023079051942517484,-2.893959225697556,-0.16790178219876503,0.006724002545318242,-0.15106766902877358,0.18282980682192604,0.5464719306090177,-0.34554737023254406,-0.6668718855928096,0.18630508506927443,fair,5,10
8,-0.30453986859170884,-0.6529841191214351,-0.07620540381317736,-0.765517234182335,-0.6694994606317699,0.29614519542882156,-0.25693567880709545,-0.31597927652380725,-0.5542823639190284,-0.7188839329933705,0.10018337505924697,0.12599700266422198,-0.19588408731039378,0.02151443988242178,-0.32659312265015816,-0.6961045759991203,-0.7645630177165134,-0.043049878441611976,0.25429366330493564,-1.1466451403450577,0.0028846406047102007,-0.18417524654369968,0.11236986066976082,0.8356637889259226,-0.20866680984113137,-0.155941406322281,0.7138775508717462,fair,5,10
9,0.0029957633746898935,-0.4703872942088929,0.03366566026172062,-0.6039541793652898,-0.42119761578948234,0.3808387689547,0.29135598199071366,-0.16246781345491923,0.23094337962401557,-1.1871343966296317,-0.21954607652683253,0.4235243616583335,0.21479484816136796,0.004117318683697969,0.06460161578938198,0.6769454085135518,0.7958481828712923,0.19094791884023107,0.3455473702325441,-0.028253014563288638,0.024211209572917888,-0.24509318917116377,-0.17687163169379355,1.0113614839788345,-0.3455473702325441,-0.33539414463464445,0.7528164902582665,fair,5,10
