cluster_id,AGE,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,LIMIT_BAL,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,SEX,type,seed,k
0,-0.5940617759397516,-0.37001439824825727,-0.36730557937618014,-0.3702064216924283,-0.3591430222826303,-0.3781098096784744,-0.3658920905774806,-0.549407773798914,-0.21687349585680168,-0.2647805988917841,-0.20736491683818514,-0.15878250419874002,-0.19125228576933248,-0.16224614306074028,0.7779051591274546,fair,5,10
1,-0.039382222717387325,-0.35382869284611407,-0.36256537457099125,-0.3695009059971085,-0.36733749691652523,-0.3740658778451939,-0.38332763369716477,-0.3545801064058181,-0.1945041750908991,-0.25083205697397143,-0.18221481546608764,-0.13880653134364354,-0.19433616999879588,-0.17448407269133764,-1.285503751024945,fair,5,10
2,0.2692404480149513,-0.14316083942245678,1.3337413812422039,1.3215993110862683,1.1498377173935128,0.8154091036827882,0.7559877886428847,0.14265378699668718,11.301239421200169,0.021349040492371366,0.20453930407774895,-0.07438479311700841,-0.020114505823490388,0.023754872919506786,-1.285503751024945,fair,5,10
3,0.0028892335132388435,1.0622954573234895,1.0284794164962456,0.9976523676978906,1.0184177486015698,1.0410815314939903,1.0120900674349431,0.2991298038898001,0.10421780895787254,0.10767869691573045,0.07089390156664252,-0.014908807492096934,0.05477138476281736,0.02713957426615493,0.01845604636302977,fair,5,10
4,0.8973018156326654,-0.4651605000713509,-0.4691999092631043,-0.4872437610357873,-0.4717495702544731,-0.4498509350353164,-0.43429254302865483,0.46965243118010813,-0.13402103203198876,-0.24040968412083136,-0.13212081107520393,-0.03592740394681004,-0.04343923980139685,-0.056491174427137796,0.5746136408858389,fair,5,10
5,-0.1776878610641933,0.3749977605654939,0.3861592800106904,0.28584470456301575,0.7033885777805802,0.9230298652592535,0.6509084487362233,0.4665100728312136,0.360462700661203,1.7109171284484677,8.505060134594352,2.56922516662108,1.037202216437233,0.32459848076386255,0.2620529315893547,fair,5,10
6,-0.11674309164430996,-0.23283378523502002,-0.2868963326375821,0.10466189119844763,-0.1536080970426184,-0.11912433997957737,-0.15760667983599244,0.8149009257744164,0.9618622281670024,3.165912323809926,0.6106791084110712,0.7754136319649378,0.4877010279658729,0.2445194525002074,0.004126817820304773,fair,5,10
7,0.04351907979316109,1.768993569302357,1.7249861683900478,1.7521531238056294,1.7001402051654573,0.7577095369860364,2.039498883764724,1.202547086091501,0.42043915709105634,2.9066314833208993,0.4388225567608371,0.04541326930892703,10.414918930542143,0.34707763126070734,-0.941602265999545,fair,5,10
8,0.0873735170476803,3.2209770351656535,3.3047822148040145,3.2837524881536253,3.2256863173252945,3.3014244661471546,3.2268777194948473,1.4978965415711847,0.8705221247657884,0.8393264435254838,0.680896360739597,1.0092890412512403,0.41507656865992404,0.38620935080785523,0.09010218907665475,fair,5,10
9,-0.04225504013111919,0.11628964661713445,0.07759872233099221,0.054197368703932686,-0.1385284195543977,-0.0761069040388064,-0.1989920642441265,1.6834246014215557,1.0339540956286664,1.0331578202558809,0.6267528522630375,0.5301351920547351,0.4701779588469426,8.96160648877,0.004126817820304773,fair,5,10
