cluster_id,AGE,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,LIMIT_BAL,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,SEX,type,seed,k
0,-0.6131136565846385,-0.40795100637947507,-0.40421353832473145,-0.40594147366227523,-0.3979146487335479,-0.40720448757883954,-0.397992425056462,-0.47817158784093977,-0.22295657379291225,-0.2672009771900364,-0.22629845387412484,-0.15284491991651175,-0.1961928853495806,-0.16615531183109208,0.7779051591274546,fair,0,10
1,-0.19607214611851276,-0.3395462219241552,-0.34681198321308293,-0.3444131205566317,-0.3466310423459282,-0.36425209067964515,-0.3646149310232759,-0.46722335011839017,-0.1693409005888954,-0.20779624072889571,-0.19182765138548377,-0.13894073554576217,-0.17499449473650422,-0.17730280424268402,-1.285503751024945,fair,0,10
2,1.3489409926758478,-0.3792245294740856,-0.39878314224254896,-0.41527126745290815,-0.4005287054977763,-0.4129765573139898,-0.4063842276383214,-0.36003223242996835,-0.22657417556769488,-0.28994083485053035,-0.2071298791143611,-0.1718862410244819,-0.2338204252383091,-0.19221357856951318,0.3766867599311547,fair,0,10
3,-0.007666082266916814,1.04186259443072,1.003363481411437,0.980227237724193,0.9873496300517711,0.9846610834200029,0.9580532868802011,0.231048831658738,0.09212174175004056,0.15518720758671764,0.07925259830474427,-0.057833152326270267,0.047739627150307676,0.02041603947165485,0.05051640662768785,fair,0,10
4,0.06157678925090429,0.17626355855210377,0.7180036764171884,0.6881366297315323,1.1049499586141005,1.2661336712534965,1.0872387298473472,0.6333451291702121,4.887005153003163,2.3515725463889017,5.383066660264421,1.5644950950297776,0.7184926894372744,0.19574001009606543,-0.0818485534360452,fair,0,10
5,0.04351907979316109,1.768993569302357,1.7249861683900478,1.7521531238056294,1.7001402051654573,0.7577095369860364,2.039498883764724,1.202547086091501,0.42043915709105634,2.9066314833208993,0.4388225567608371,0.04541326930892703,10.414918930542143,0.34707763126070734,-0.941602265999545,fair,0,10
6,0.1078987395990282,3.0163751868605932,3.0771950715827754,3.141767028661724,3.058400844414665,3.053065428252665,2.96856952356406,1.3715155830486452,0.7003802557814645,0.8924131889306516,0.5832067796248782,0.3006307205046356,0.3678351190740712,0.3319382686510011,0.06019771211792433,fair,0,10
7,-0.24540427153073038,3.6475715933390487,3.4679634246847306,3.1857947211677766,2.4363883428967394,4.200982089414681,4.385271058377156,1.477334237708675,0.629140542168912,0.5724705774510812,4.83476516747487,17.337438161589656,0.6793561632509759,0.6194664989163945,-0.2537992959487452,fair,0,10
8,0.23094565037180617,-0.4396840986229349,-0.4360795968580884,-0.40584086120922147,-0.4295458750932938,-0.35233012571144623,-0.36007278393946174,1.507114126061275,0.18798351698719346,0.43892577939958893,0.1830037737534927,0.3300071085406136,0.27839986650340376,0.1930357302112381,0.15532488451250645,fair,0,10
9,-0.04225504013111919,0.11628964661713445,0.07759872233099221,0.054197368703932686,-0.1385284195543977,-0.0761069040388064,-0.1989920642441265,1.6834246014215557,1.0339540956286664,1.0331578202558809,0.6267528522630375,0.5301351920547351,0.4701779588469426,8.96160648877,0.004126817820304773,fair,0,10
