cluster_id,AGE,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,LIMIT_BAL,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,SEX,type,seed,k
0,-0.0941283658847306,-0.32757945724373627,-0.33548415936886494,-0.3394938004981556,-0.3407162437767718,-0.35422232582024993,-0.35668670189879953,-0.3516668194434797,-0.20032876027616164,-0.2309500993448848,-0.20087440289686026,-0.14258013799237804,-0.1788496892721423,-0.16595112487118616,-1.285503751024945,fair,4,10
1,-0.6323028978179177,-0.3512295358805835,-0.3519862623904503,-0.3539359591124412,-0.34678207980703774,-0.35591426435499185,-0.3491941199040444,-0.4583767975250467,-0.23450392748291957,-0.25419749791165586,-0.20587368573969606,-0.1477147649840088,-0.17137232114085413,-0.14705635731003353,0.7779051591274546,fair,4,10
2,1.0360514554705396,-0.4289662654675017,-0.44591977731122684,-0.4586501834619249,-0.4532602074033921,-0.44207585315528025,-0.42130487577844195,0.19426355658976047,-0.22064182344137812,-0.27452221149043815,-0.22663414024927664,-0.1040928094928929,-0.13256550544329349,-0.11948398015479987,0.5369995503279359,fair,4,10
3,0.028601841545460152,1.3052058249021883,1.278944756938707,1.2791417300676182,1.247745309077798,1.2925292811874882,1.2731224762620217,0.40151124866503946,0.16001722695534096,0.23271091379722594,0.09117179952000881,-0.019823849806742063,0.1170462323194873,0.05262282023151839,0.04524547363855911,fair,4,10
4,-0.028711758037811747,0.3628567863858312,0.3657333467023214,0.25732725184812694,1.2106200130262488,1.0140851024887283,0.6765140964022979,0.6006323730253105,0.4604256858173628,2.303934585084184,9.647505799771738,0.849704213277492,1.3313726001669217,0.2704443064641961,0.4340036741020547,fair,4,10
5,0.160894191268492,0.7915556585413,0.6402830082156986,0.6554330635034463,0.38478155304639233,0.16307500299298752,2.023267330431766,0.7511110512918581,0.08259569859673092,-0.014820098797130685,0.2335016720322135,0.09271501412293713,11.230933015838428,0.06126724984925196,-1.285503751024945,fair,4,10
6,0.10091679914098772,-0.2868637549883918,-0.19137619427530442,-0.09098001882002206,-0.12352708736332454,-0.09371300970975557,-0.17080596124477815,1.1156246197636195,1.6778888831346084,1.5456264510814743,0.8691535160758145,0.6237726346364181,0.4207357385513288,0.25552642677538456,-0.10641294522357378,fair,4,10
7,-0.5704430417701083,1.8079611005817309,2.027669106564649,1.995419351436047,1.6405598868366704,3.5639249638412425,3.6851726205751607,1.1632917787176191,3.0946583854086493,2.1409292784381204,2.5726388015310246,12.16652569843161,0.5256632991455645,0.4748836189911958,0.2620529315893547,fair,4,10
8,0.021294206614400183,3.7584344077863228,3.9105047744048607,3.8875906675155685,3.9500525707904406,3.5693736212672373,3.440531548468928,1.8457301992174138,1.0068986628749388,1.587023739083271,0.9015126396434988,0.4400670977198714,0.9902751283254851,0.5389432165173761,0.22237199100950086,fair,4,10
9,-0.04225504013111919,0.11628964661713445,0.07759872233099221,0.054197368703932686,-0.1385284195543977,-0.0761069040388064,-0.1989920642441265,1.6834246014215557,1.0339540956286664,1.0331578202558809,0.6267528522630375,0.5301351920547351,0.4701779588469426,8.96160648877,0.004126817820304773,fair,4,10
