cluster_id,AGE,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,LIMIT_BAL,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,SEX,type,seed,k
0,-0.1772738742753149,-0.3417190486477959,-0.3547991976580032,-0.3575483073698765,-0.35456360645822593,-0.3703785284399811,-0.3695885563108452,-0.5113156349743164,-0.20085158253385665,-0.23440931915666946,-0.2025181589058465,-0.14251210559467803,-0.17600161632976055,-0.18020524878386895,-1.285503751024945,fair,2,10
1,-0.6498448111546976,-0.4126561515388682,-0.40886732096486217,-0.40918129490275584,-0.40364822204587025,-0.41270136735775387,-0.4027305902958649,-0.498327278895256,-0.2245338684467303,-0.25581610029790247,-0.22600103297263058,-0.15115612690928942,-0.1948244753078262,-0.17148914474464128,0.7779051591274546,fair,2,10
2,1.2782149639663534,-0.40244393291969716,-0.4210697859372399,-0.4354762712591724,-0.4059532354428133,-0.40092599917776256,-0.3969416557344993,-0.4020136028159255,-0.23344991879716825,-0.28960572345099506,-0.20298524546965074,-0.1391642087955175,-0.23302113572872724,-0.18253440090973738,0.4626621311875047,fair,2,10
3,-0.0342075826553858,0.9095044708061734,0.8706422705066008,0.8596019699750549,0.8527927514623534,0.8277745914615787,0.8031563518407402,0.19556311432670204,0.056641129165873626,0.13404633232975582,-0.0032245435235426357,-0.05913762128063659,0.05939659380264547,-0.0007654524679547685,0.06019771211792433,fair,2,10
4,0.20603846491285002,-0.12689920729684437,1.0027129934506795,1.028962939255006,0.8583761433124927,0.6286528577806343,0.6083578174947829,0.37818563123997917,9.560030298737447,2.2679485806771607,0.9878483145063385,0.6536465835304471,-0.054474401474439126,-0.035159037648883604,-0.941602265999545,fair,2,10
5,0.040939407013483496,0.5827092028858709,0.6172627017711756,0.5216580973191112,0.6756039046049341,0.812936149820846,1.1201110580890112,0.7987782102458577,0.4882286403227511,1.3305901261283815,5.469870285537112,2.022093642357045,3.916328554383489,0.16388904884700706,-0.2537992959487452,fair,2,10
6,0.09046912438329345,2.4433216711278645,2.471584565499688,2.5457323162419923,2.397967891105311,2.491325393525625,2.417355041375382,1.0078407615170464,0.5518635056784865,0.6729585188158542,0.37470864759196,0.38812212898838466,0.24528960767736552,0.18917880004748247,0.07634612967563875,fair,2,10
7,0.2795905985578041,-0.4747212388945738,-0.47032961141014246,-0.44307763834486275,-0.46131199923269595,-0.4054256477778634,-0.4077590812696027,1.4789299819108652,0.1511231997790574,0.37228107292909496,0.15010942761535914,0.18713024760572433,0.24254813553198315,0.16851890098185857,0.0733265068802938,fair,2,10
8,-0.04225504013111919,0.11628964661713445,0.07759872233099221,0.054197368703932686,-0.1385284195543977,-0.0761069040388064,-0.1989920642441265,1.6834246014215557,1.0339540956286664,1.0331578202558809,0.6267528522630375,0.5301351920547351,0.4701779588469426,8.96160648877,0.004126817820304773,fair,2,10
9,0.07963449870864753,4.808863958534302,4.907568034574165,4.782423276110709,5.192726070004307,4.8538480926622,4.914820409274003,2.4373049362154258,1.3948056421071149,2.5278100419867733,1.2668743816170012,2.1646143820722097,1.7516350293049727,1.017906549644002,0.02757464634476386,fair,2,10
