cluster_id,AGE,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,LIMIT_BAL,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,SEX,type,seed,k
0,-0.08564665373987275,-0.35166331787683996,-0.36129066184746655,-0.36198824272940733,-0.3641741597529176,-0.37560269430291093,-0.37958314965385487,-0.376285982247847,-0.21669811456237564,-0.23030728438946818,-0.22712919389614106,-0.1519082340739418,-0.18470400682498606,-0.18553676480538137,-1.285503751024945,fair,3,10
1,-0.6694356648406142,-0.3969535640232572,-0.390002869193109,-0.39113956741081557,-0.3869092537053524,-0.4020794846859857,-0.3899524943024975,-0.4529537184099109,-0.21713504159500355,-0.25755632759203256,-0.24197110705839153,-0.1529781719851187,-0.19036667651776631,-0.15366167743865022,0.7779051591274546,fair,3,10
2,1.1002064228893762,-0.42476824958663467,-0.4362334980006322,-0.4450830680218341,-0.43488576247282085,-0.4384578286089373,-0.4303477868155799,-0.16236446340267177,-0.21391690252148413,-0.30127541934772223,-0.20459547207381573,-0.13224839882312447,-0.22073891791849687,-0.16760050040989813,0.5881664087686133,fair,3,10
3,-0.014880321006348899,1.0372822225448617,1.0000935489116443,0.9828614200602067,1.0039377251388601,1.0170895805575493,0.9866978622133081,0.2671014635649514,0.07553731466623441,0.16081648177775326,0.023442945754213594,-0.0387351511530915,0.027676868371113963,0.02589767336652898,0.07546808333089305,fair,3,10
4,0.20603846491285002,-0.12689920729684437,1.0027129934506795,1.028962939255006,0.8583761433124927,0.6286528577806343,0.6083578174947829,0.37818563123997917,9.560030298737447,2.2679485806771607,0.9878483145063385,0.6536465835304471,-0.054474401474439126,-0.035159037648883604,-0.941602265999545,fair,3,10
5,0.12026434498856976,1.8168711220121332,1.8652603532023,1.83812667089018,1.5298298186250914,0.816403761465721,1.8177953593456078,0.9473875881612681,0.7296307195429254,2.5083321904804388,1.4689207357880616,0.6739182113006338,9.117474622428677,0.48743801247622615,-0.5117254097177951,fair,3,10
6,0.11025409300655993,2.983977963239083,3.0619728500681047,3.1130563641046765,3.0113392095768905,3.10405078444443,3.015986471847549,1.4124776429170438,0.8422521208138419,1.1013044001525039,0.8331662176786767,0.49514999254003794,0.37555249258248835,0.34419925092910875,0.06019771211792433,fair,3,10
7,0.14834188103567048,-0.38514514017829815,-0.4134691933550764,-0.377801913413634,-0.30652392299996856,-0.24931435561079557,-0.28231561190073656,1.4782916842299891,0.3746536767322443,0.8089178109008416,1.0584440738491818,0.4723332500058662,0.4819401202822817,0.28155166043061436,0.0733265068802938,fair,3,10
8,-0.24540427153073038,3.6475715933390487,3.4679634246847306,3.1857947211677766,2.4363883428967394,4.200982089414681,4.385271058377156,1.477334237708675,0.629140542168912,0.5724705774510812,4.83476516747487,17.337438161589656,0.6793561632509759,0.6194664989163945,-0.2537992959487452,fair,3,10
9,-0.04225504013111919,0.11628964661713445,0.07759872233099221,0.054197368703932686,-0.1385284195543977,-0.0761069040388064,-0.1989920642441265,1.6834246014215557,1.0339540956286664,1.0331578202558809,0.6267528522630375,0.5301351920547351,0.4701779588469426,8.96160648877,0.004126817820304773,fair,3,10
