0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,cluster_id,type,seed,k
-0.4372688005847276,-0.5625802525840751,0.18127844595300943,-0.21821789023599242,-0.0400882914689157,0.025110180222791992,0.2090419655999418,0.13939724840133633,0.12126174715629434,-0.3504895135999806,0.32098177910520115,-0.1536699639855665,2.893959225697557,0.14351616441832754,-0.2450931891711637,-0.17671477890598178,-0.004179785366008703,0.34554737023254417,-0.015762208124782174,-0.22459372325290053,-0.04853160089395105,-0.04561242790256157,-0.19255118642592564,-0.2237290556643362,-0.31260932114881135,0.08673499913037569,-0.15891807392399987,0,unfair,4,10
-0.4208427030323276,-0.17170443352652176,0.37611336699467846,0.04743867179043312,0.2501160793821484,0.9799392327866591,0.9037409741532457,0.7177659560540857,0.30102036198839904,-0.3799837223180713,0.3453601420752164,-0.38417490996391623,-0.34554737023254384,0.2825753050969557,-0.24509318917116396,0.2407901950474455,0.38835657944175767,0.3173777476592387,0.3255238634465848,-0.07857024565971044,0.27792631070945845,0.06845283407865657,-0.20281732394403268,-0.39788000362184883,-0.4507729808732228,0.2665404234145635,-0.3046678535571634,1,unfair,4,10
-0.390752854663066,0.0706048002306474,0.40508383544310295,-0.16317193594222856,0.29957871867987057,-0.4853969496485346,-0.6092758582174567,-0.17707218040169737,-0.136139850839992,-0.23192810882509615,0.3980701160644386,-0.2951768613236268,-0.34554737023254395,-0.32711341980033254,-0.2450931891711639,-0.09380932424330797,-0.31596918023584086,0.34554737023254406,0.3386744718703158,0.15156574338438938,0.22822969069047214,-0.10121453013606618,-0.15122238570953062,-0.3631939857428021,-0.36777156455009796,-0.27258231618594875,-0.11184550421484273,2,unfair,4,10
-0.21805137522491755,0.16895974582557977,0.17644435406092918,0.7516393997017512,-2.625783091213983,0.2555330105025306,0.12219361274199493,0.32526024626978467,-0.19440375337755084,-0.1243672467612835,-0.1422071173250893,0.09147021665807524,-0.3455473702325441,0.16174043926509937,-0.24509318917116374,-0.4434540678206714,-0.05991025691279028,0.057591228372090734,0.07881104062390991,0.11172098028477583,-0.15714994575184138,-0.17773118458584317,-0.27125824073141347,-0.04330239787051663,-0.06286633731091788,-0.04587317731784337,0.7333035787793536,3,unfair,4,10
-0.16891069096872902,-0.017704965516260208,0.23255434923686064,-0.031173984319427455,0.32714909288025906,0.8442506812721925,0.8381154583525614,0.35845006731772194,0.3266642984618538,-0.2487344935225669,-0.44258337534849207,-0.2077680635519139,-0.28769903816236375,0.14058726310366773,-0.2450931891711637,0.3091317830457743,-0.12957334634626733,0.34554737023254406,0.5094570840331328,-0.060220734586492165,-0.7757627836772881,-0.21143494904586385,0.5640002947553961,0.8047028937604352,1.0935790065689825,-0.23641482620108165,0.6208087218376369,4,unfair,4,10
0.009671357001168095,0.034075915124486295,-0.17189462051544166,-0.2053815437515222,0.11554860482216907,0.3285176173784659,0.19941855030378075,0.012885459936258049,-0.1015609591028905,-0.11904672283566704,0.10157651237506356,0.3422062223207992,0.2261302643433559,0.3774836929658534,4.080080737378785,0.25869788388123216,0.12858986743661813,0.059708552944594144,0.06490320992557286,-0.031910601403353514,0.06647605836734456,-0.20548722590586022,0.014798910420884766,0.31118291803028175,0.24361338930556392,0.14551071618813624,-0.10635060763523808,5,unfair,4,10
0.24154301940592457,1.000852142184708,0.07622537581048501,-0.38853429237140114,0.23417428797086168,-0.712848114875733,-0.5034298026272196,-0.36767845658470905,-0.21506003241307906,-0.09568832511344873,-0.7308553939181415,1.6237078947255412,-0.18752265823595385,-0.40054511393407843,-0.24509318917116374,-0.2450260602134023,-0.17544903938782536,-2.735934513700966,0.032677748551377186,0.04542439656034248,0.020968357180661718,0.39769894034134107,0.29367741038114736,0.3228316979452341,0.44544150195544224,-0.08047315529071956,0.5066502173040219,6,unfair,4,10
0.2844786183933156,-0.03647518086060957,-0.25238637830102834,0.6828108178352019,0.08987536313192414,-0.6535793968046267,-0.5749387020217195,-0.3256885020252419,-0.15963335992771738,1.211942407588695,-0.3309428306413367,-0.11861621644047185,-0.13654694468866668,-0.45700308577449056,-0.24509318917116374,0.37827503190038864,-0.2306971858464759,-0.2814539063990881,-0.6686226994867209,0.03889985578921183,0.09706320178790193,0.8573005497993113,1.01090506327734,2.035678317095688,1.7400613213185907,0.5997585294705599,0.04273523787425374,7,unfair,4,10
0.8102590874835,-0.015839976171148577,-0.5977656755300481,0.06137378162887287,0.051989502998750235,-0.7719534081727462,-0.594179065265052,-0.848829673300994,-0.3435749502761667,0.6204229696386755,-0.10792504439850534,0.07889306186758983,-0.19369549854832066,-0.25756025935789173,-0.24509318917116377,-0.41427945809562733,0.027168604879056018,0.041843626864097226,-1.7387685837650158,-0.018572173268990026,-0.35792055659288863,-0.5463661083673202,-0.5672881213223667,-0.362432048843335,-0.368317077241962,-0.07068902429125638,-0.3173907496587508,8,unfair,4,10
1.169768294756698,-0.12495944709928399,-1.3102669259562043,-0.2017486155012004,0.3808387689546998,-0.5872326387063828,-0.556130512256449,-0.4813150274989535,0.07724580299533935,0.7016189958796936,-0.47338487842718385,0.23713222205319887,-0.3455473702325441,0.29670322940392796,-0.2450931891711637,0.193197253834201,0.16616618426755025,0.039933540427817646,0.4178472153833721,0.01871071076156209,0.23441678922361228,0.46327626023870294,0.42989220260992705,-0.1808351709812772,-0.13273587735665257,-0.09707773864931889,-0.1987719677484127,9,unfair,4,10
