cluster_id,age,balance,duration,type,seed,k
0,-0.9209006526828958,-0.357813974162667,-0.4265743143692597,fair,9,10
1,-0.6428426808690865,-0.2968106427545318,0.892940100476868,fair,9,10
2,-0.45338201810712886,1.9433182635583814,0.002899904029058901,fair,9,10
3,0.11323189166944608,-0.17020636498043243,5.325024079403299,fair,9,10
4,0.03002746135323181,-0.3000029186395723,-0.42512790015153595,fair,9,10
5,0.14653967000147128,0.06974035904139435,2.640351185857369,fair,9,10
6,0.16068524877596424,5.349551983251778,-0.1761088777722817,fair,9,10
7,0.9276753997570009,-0.28804925451043645,0.8080600598182048,fair,9,10
8,1.1279608324079469,1.3537982029178763,-0.2733474058480884,fair,9,10
9,1.2299534863489991,-0.3092409114372596,-0.44856008332889086,fair,9,10
