cluster_id,age,balance,duration,type,seed,k
0,-0.9349663486809713,-0.34896331385818147,-0.38991424808943553,fair,7,10
1,-0.6184881887242705,-0.2811346601436262,1.034092762330658,fair,7,10
2,-0.4983437020740414,1.9522028607818558,0.0007138667690129029,fair,7,10
3,-0.09151298101859101,-0.21834707822014388,5.518218462781349,fair,7,10
4,-0.02567810175495211,-0.31042153283175455,-0.4547774264999408,fair,7,10
5,0.16068524877596424,5.349551983251778,-0.1761088777722817,fair,7,10
6,0.4715004317113976,0.044076954106817536,2.7169958295113226,fair,7,10
7,0.783422900656576,-0.21204241089474815,0.5215219289687777,fair,7,10
8,1.0694429790664748,1.5598979623187246,-0.21777879097000422,fair,7,10
9,1.2423050831931874,-0.289204436001645,-0.49192593152720193,fair,7,10
