cluster_id,age,capital-gain,education-num,final-weight,hours-per-week,income,marital-status,native-country,occupation,relationship,type,seed,k
0,-0.9632680591266484,-0.14887489519391373,-0.18660554948799982,-0.04291424663728555,-0.5711871929522414,-0.552505232747285,1.0273607127618363,0.21824120494135818,0.8277844942931861,0.5767038683414971,fair,5,10
1,-0.8290163130198176,-0.14410026261911785,-0.1775450617188703,-0.24547011738960572,-0.14573673759762043,-0.5850486126764433,0.9135771958543317,0.18335459403953333,-0.9556207787892967,0.34952704683618935,fair,5,10
2,-0.3025329807487849,-0.09900599904096984,-0.4212506420197534,2.4275048169897184,-0.21363335826310376,-0.23506938276032563,-0.12047534309048585,-0.34004027935989556,0.08835911583358023,0.0970627261244497,fair,5,10
3,-0.23626882259068502,-0.11970390433286536,-0.20199689261855694,-0.15404023674631995,-0.3307773242949836,-0.45758704128724,-0.9545895957422093,0.21625077394263362,-0.22127312373479663,1.2986888072975167,fair,5,10
4,-0.04069292761768315,0.1432190230276335,0.2326468770473017,-0.04060878914286071,0.30101830211106784,0.23434720339700668,0.31268249931950926,-4.083853607919137,0.14107233758025997,-0.16108544255321902,fair,5,10
5,0.20986191913626673,-0.13295633638923526,0.11312189408305592,-0.08700684448355084,0.7729941880873799,-0.5230402806492633,-0.5602927372778244,0.22161095082676655,1.1016716399196427,-0.3614072497409396,fair,5,10
6,0.25111507518100473,0.036461525709540955,0.6953768600313932,-0.1561766027080189,0.3155712407723781,1.4091602764002062,-0.3737295573234988,0.24576055119511706,0.057662940944303895,-0.3630778411337188,fair,5,10
7,0.44283561904481744,11.335289403422781,1.3906837738493447,0.09993035407887621,0.6570112534250488,1.7092596723292164,-0.22166001572266927,0.2798649486618716,0.09632298386725129,-0.39361585403386723,fair,5,10
8,0.5976864016187644,-0.1221751022511387,-0.5546478570273202,-0.16403533627684624,0.005132141438104479,-0.47514162896359724,-0.7664841617640235,0.18064565818748415,-0.7393109056777646,-0.40144809094751177,fair,5,10
9,1.9479921516637437,-0.1299177245508416,-0.38284517440260296,-0.4351903022681634,-1.0033165277032727,-0.48945243413454076,1.2201434946928644,0.19987947897812383,-0.021144069629396575,-0.026653798415969293,fair,5,10
