cluster_id,age,capital-gain,education-num,final-weight,hours-per-week,income,marital-status,native-country,occupation,relationship,type,seed,k
0,-1.0522434848174713,-0.14955216033763893,-0.4380484655036154,-0.004964320997673822,-0.6301311830825906,-0.5695465296696482,0.9525987451994714,0.18156132731513178,-0.6100667297274553,0.6009230004745807,fair,6,10
1,-0.5338254976499269,-0.1425220354788365,0.20410231813948004,-0.3333820992956808,0.014718435112297125,-0.5351723456111028,1.0561155637260187,0.2593652401845724,0.8147446733684889,0.2730134506185345,fair,6,10
2,-0.37237203391448137,-0.10740210019825641,-0.38700792257666033,2.263570968824237,-0.18302723373353033,-0.3190418549946276,-0.09348190116982287,-0.25019894196543657,0.17122951073467887,0.0651262077458898,fair,6,10
3,-0.17745772290616782,-0.11628039571290855,-0.2467890367136767,-0.14307805385056216,-0.2755121289642924,-0.4240445225006075,-0.8791631467546059,0.21959888840154085,-0.24165239812310393,1.2784613811526357,fair,6,10
4,-0.050704573258352585,0.10842752166299102,0.21107407524399882,-0.025310282694842427,0.28948874231241434,0.1983737285450016,0.3338045331353061,-4.136072253082193,0.1249734847200922,-0.14265315383828958,fair,6,10
5,0.14748933572717962,-0.13805458173551768,-0.06473064458512538,-0.23533950621587374,0.5378449191142345,-0.5850486126764433,-0.7322275579042392,0.22011349422919074,0.10642767664115646,-0.391740608779991,fair,6,10
6,0.2695657129424992,-0.0051100439095771244,1.069655780071984,-0.18454272746831285,0.37399179287628304,1.4248412898904983,-0.33586830477414664,0.22976530692868466,0.9156799520587453,-0.37704085569485407,fair,6,10
7,0.35807406591467844,0.08450889736267254,0.23132436090621622,-0.11323420172026367,0.3028448208200996,1.358983598282551,-0.5119687683015207,0.24438726343452827,-0.8326531033276127,-0.32971436690941425,fair,6,10
8,0.44283561904481744,11.335289403422781,1.3906837738493447,0.09993035407887621,0.6570112534250488,1.7092596723292164,-0.22166001572266927,0.2798649486618716,0.09632298386725129,-0.39361585403386723,fair,6,10
9,1.5414664980253365,-0.12476729564138805,-0.8690704856351421,-0.19622343972373932,-0.8026628343155948,-0.5625553941959955,0.015705117734201135,0.08770171499441558,-0.46567625246965216,-0.330353903851632,fair,6,10
