0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,cluster_id,type,seed,k
-0.5719381972352758,-1.285503751024946,-0.33519121577895356,-0.3402857327616408,-0.34874979458243416,-0.3517773394448756,-0.3525851245318562,-0.35724616793109365,-0.3594467073683628,-0.18206258030481232,-0.21910748412522676,-0.2035602222260326,-0.1473965308705091,-0.18038107501899528,-0.17848417428283092,0,unfair,2,10
-0.4682293670800157,0.7779051591274547,-0.7465564328860759,-0.40900505529980613,-0.40641940006989913,-0.4091620477501791,-0.4023752383315981,-0.4090444220313725,-0.39773920654596645,-0.2420560324540104,-0.2501932633922618,-0.22309994297061142,-0.1506400457743834,-0.1815636876382054,-0.16348295359188905,1,unfair,2,10
-0.3968128622431881,0.3825214158647193,1.366165200075287,-0.40913384417541404,-0.4201128029825278,-0.43133463474982275,-0.425523796059972,-0.42991418348135285,-0.4179851552319866,-0.21949515251218454,-0.2828000289732302,-0.22455219846604343,-0.12204807755693506,-0.22957976570089367,-0.18642370271680767,2,unfair,2,10
0.18077125937422478,0.060197712117924344,-0.0287117580378118,0.9163578511023552,0.8770925333578763,0.8625676513375453,0.8781864830526013,0.8448242135906849,0.8124418339116717,0.0640734659036477,0.12723318387580967,0.02240742228416329,-0.047379052047343835,0.027765054132264873,-0.0007709163638006296,3,unfair,2,10
0.3781856312399791,-0.9416022659995449,0.20603846491285,-0.12689920729684437,1.0027129934506793,1.0289629392550057,0.8583761433124926,0.6286528577806343,0.6083578174947828,9.560030298737445,2.26794858067716,0.9878483145063385,0.6536465835304472,-0.0544744014744391,-0.035159037648883604,4,unfair,2,10
0.7707387049787989,-0.2537992959487451,0.10672106289526231,0.23670488995192268,0.21987033335245149,0.20538610016007297,0.4216294457440175,0.5190444619394917,0.8046590963235776,0.3776698542527887,1.2949834725493492,5.210374734829765,2.0364843695886186,3.5922075599041734,0.3348531204873708,5,unfair,2,10
1.0031301246321802,0.035077951472590796,0.13164070194694796,2.409101461520034,2.440507528383616,2.508670058719976,2.3483164310228695,2.4326321105746063,2.3722070096236987,0.5543684027784042,0.7121017685968069,0.356585563125995,0.37359752113122335,0.35332552647369053,0.18523377982443875,6,unfair,2,10
1.513345304803724,0.044627612544370476,0.32050344965738764,-0.4604474324933543,-0.4720833678409037,-0.44019089391837996,-0.46277836662199223,-0.4105016365744748,-0.42033528776267537,0.148895180132618,0.3272090779810435,0.11221266294985628,0.13639200494146586,0.18520591806453876,0.1219996307518559,7,unfair,2,10
1.931574223035024,-0.10641294522357377,-0.1680140881404023,0.06911133326852144,0.13737156386686622,0.06060005169019575,-0.11541015613630394,-0.06415314081384212,-0.12201412079136079,0.9294627867206001,0.7964968629744127,0.25232668211295606,0.40300537563998845,0.721237659784922,10.384861885321802,8,unfair,2,10
2.3736637560789804,0.09010218907665475,0.034490225064289455,4.693620041174716,4.797075899276766,4.681179984686063,5.079768227122204,4.833458005510542,4.841919210063566,1.3436795236176025,2.391495950769213,1.2898585708544703,2.039075443814406,1.6395608023076829,0.9647751545569548,9,unfair,2,10
