0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,cluster_id,type,seed,k
-0.44523369623456954,-1.2855037510249463,-0.21290039450679257,-0.3202499945943485,-0.33189033720930994,-0.3397510843581059,-0.3454371510988467,-0.3501869422844328,-0.3568321291786589,-0.17791359979470264,-0.23384667121816913,-0.20669846959597757,-0.14837836186629058,-0.2002839654950351,-0.18202106152047376,0,unfair,1,10
-0.4303066568008245,0.7779051591274548,-0.7406465585739431,-0.3728489343754845,-0.3738437571121198,-0.37461891128406405,-0.3652163641002963,-0.3760603940626263,-0.3667788808243864,-0.23929739109360101,-0.242034475954308,-0.22109489005762517,-0.1474080964133505,-0.18079507224993377,-0.16120324447777132,1,unfair,1,10
-0.24989928674213271,0.5371741196096742,1.248570224273225,-0.417771763672691,-0.422874238342884,-0.43285539383151145,-0.4127848713897457,-0.4214624879230658,-0.41388862482097616,-0.21821929113458574,-0.29799648049355293,-0.2184703868735133,-0.13807792244664033,-0.21607736574638958,-0.18092404965332007,2,unfair,1,10
0.3608011379744029,0.040973405501597664,0.0192701556641916,1.263157278827285,1.2229437452785261,1.2275010011467362,1.2037083533607706,1.2389388262906789,1.214372269795923,0.1435953655282517,0.27952082485381763,0.07944275591968576,-0.03025141929722043,0.09776345547818543,0.03238083456928136,3,unfair,1,10
0.3781856312399791,-0.9416022659995449,0.20603846491285,-0.12689920729684437,1.0027129934506793,1.0289629392550057,0.8583761433124926,0.6286528577806343,0.6083578174947828,9.560030298737445,2.26794858067716,0.9878483145063385,0.6536465835304472,-0.0544744014744391,-0.035159037648883604,4,unfair,1,10
0.6333451291702121,0.26205293158935467,0.09317778080195493,0.3884367186530964,0.37236643051937685,0.26232228943206526,0.7424516453504943,1.0001551858843432,0.7640859664608793,0.3355778933146748,1.6999404814299135,8.853904819713406,2.499919931160514,1.034813901169558,0.18343695581994462,5,unfair,1,10
1.567001624025858,-0.004018217351349383,0.3487894102051148,-0.3653255868372406,-0.38951105436085165,-0.3330873682398233,-0.3575351677420205,-0.29281215738743,-0.23416084780120816,0.31257907134603324,0.6629006546833552,0.3675311472246562,0.4155972311100654,0.7781228042320086,0.29682751550722203,6,unfair,1,10
1.779979994558926,0.17885095940579024,0.041189052766355476,3.5012531517671936,3.6742755950639734,3.6687534392239702,3.616458641145487,3.41022635343022,3.3373104625421472,1.0868587711076392,1.4289303932460165,0.8625170250063516,0.705791499415217,1.238499288627651,0.5052753939782061,7,unfair,1,10
1.931574223035024,-0.10641294522357377,-0.1680140881404023,0.06911133326852145,0.13737156386686622,0.06060005169019577,-0.11541015613630393,-0.06415314081384212,-0.12201412079136079,0.9294627867206001,0.7964968629744128,0.25232668211295606,0.40300537563998845,0.721237659784922,10.3848618853218,8,unfair,1,10
2.223185077812433,-1.285503751024945,-0.5704430417701083,6.900001774169599,6.445958736041267,5.859521854783759,6.706033960898614,6.783630189633044,7.0074317946801665,1.1977073391451005,1.1667432710937855,2.047958222645798,19.649348379868954,0.9467710471419927,1.1848666163187946,9,unfair,1,10
