0,1,2,3,4,5,6,7,8,9,cluster_id,type,seed,k
-0.9766029690160021,0.04433030528528306,-0.3204893414978777,1.071817382758742,-0.8885930800661808,0.6326481735586088,-0.1547573198285438,-0.6108264427930411,0.2518862256631841,-0.5674000874071692,0,unfair,8,10
-0.7503319457410653,-0.32023255539885276,0.07178452397793457,1.0674369561552732,0.7036054868499212,0.40378796269458195,-0.1324690790001108,-0.0957161870891406,0.2442805490408994,-0.5706190008210622,1,unfair,8,10
-0.32227827588232755,2.468323552202654,-0.4886666148273234,0.05763334967142766,0.2900405808617231,0.00413353402513621,-0.10516709800195335,-0.17517474262903168,-0.23416909473506725,-0.3032914548687306,2,unfair,8,10
-0.04556299931068671,-0.1196118524266634,-0.09014450993531502,-0.9365734496411701,-0.33998321483458366,1.7689169727361616,-0.11258631297234035,-0.35066278362764064,0.2182821509504748,0.026766929991732757,3,unfair,8,10
0.006020004947861666,-0.007310075217639732,0.09326560825335498,0.2837279787999824,0.16824158804887238,-0.11956215478881756,0.06510235942801337,0.15511955157255097,-4.041927819298654,0.11729065824365673,4,unfair,8,10
0.29180867665504284,-0.08343077723145391,0.11882054843126437,-0.7098350062183907,1.1310889382646885,-0.5670338996746315,-0.13750799771809036,0.8774659048005516,0.23899715102333927,-0.5592698679010987,5,unfair,8,10
0.355326518311159,-0.1416045225139049,0.7042391664684092,-0.5049536767148585,0.12324251696023311,-0.8087189714036184,0.07814935745990495,0.46564072563536124,0.2461868561634516,1.709259672329216,6,unfair,8,10
0.3977021520809944,-0.16516975179721136,-0.4684245599002615,-0.7356991582407323,-0.6847955119958083,-0.7263046672748904,-0.12298837216362742,0.15028723626809057,0.2451143054469413,-0.5558217555426136,7,unfair,8,10
0.44283561904481755,0.09993035407887622,1.3906837738493447,-0.22166001572266925,0.09632298386725126,-0.39361585403386723,11.335289403422781,0.6570112534250488,0.27986494866187156,1.7092596723292164,8,unfair,8,10
1.988862014678325,-0.414134938434135,-0.3451281530679623,0.8959366176194671,-0.053180538764845985,-0.07335806004006543,-0.12722198644907118,-1.1247573422424237,0.14392792075915767,-0.5433339165854313,9,unfair,8,10
